questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
55,3,História Mundial,anotada,Anotada,0.6219,04 - HISTÓRIA MUNDIAL/06 - Ideias e regimes políticos/6.1 - Correntes ideológicas do século XIX (liberalismo e nacionalismo)/_Correntes ideológicas do século XIX (liberalismo e nacionalismo).md,3.2 O Impacto das Revoluções de 1848,"os movimentos revolucionários de 1830 resultaram da mobilização de diferentes setores sociais com motivações e objetivos próprios contra o sistema estabelecido pelo congresso de viena
movimentos revolucionários 1830 resultaram mobilização diferentes setores sociais motivações objetivos contexto 1848 europa tomada
**Contexto:** Em 1830 e em 1848, a Europa foi tomada por movimentos revolucionários.","Os movimentos revolucionários de 1830 resultaram da mobilização de diferentes setores sociais, com motivações e objetivos próprios, contra o sistema estabelecido pelo Congresso de Viena."
55,4,História Mundial,anotada,Anotada,0.6453,04 - HISTÓRIA MUNDIAL/06 - Ideias e regimes políticos/6.5 - O novo nacionalismo e o fundamentalismo contemporâneo/_O novo nacionalismo e o fundamentalismo contemporâneo.md,6.1 Europa: Populismo e Eurosceticismo,"a primeira fissura no status territorial europeu estabelecido em 1815 ocorreu em bruxelas em 1830 quando protestos de origem social tomaram dimensões políticas o que levou à expulsão das tropas holandesas e à consequente proclamação da independência da bélgica
primeira fissura status territorial europeu estabelecido 1815 ocorreu bruxelas 1830 contexto 1848 europa tomada movimentos
**Contexto:** Em 1830 e em 1848, a Europa foi tomada por movimentos revolucionários.","A primeira fissura no status territorial europeu estabelecido em 1815 ocorreu em Bruxelas, em 1830, quando protestos de origem social tomaram dimensões políticas, o que levou à expulsão das tropas holandesas e à consequente proclamação da independência da Bélgica."
56,1,História Mundial,anotada,Anotada,0.6455,"04 - HISTÓRIA MUNDIAL/06 - Ideias e regimes políticos/6.3 - Correntes ideológicas do século XX (democracia, fascismo, comunismo)/_Correntes ideológicas do século XX (democracia, fascismo, comunismo).md",3.2 A Revolução Russa e a Construção do Estado Soviético,"durante a guerra civil ocorrida após a revolução russa lenin adotou uma política externa defensiva e assinou o tratado de riga também conhecido como paz de riga que determinava que a fronteira russo-polonesa fosse deslocada para oeste de modo a incorporar à rússia regiões polonesas cujos habitantes falavam russo
durante guerra civil ocorrida após revolução russa lenin adotou política","Durante a guerra civil ocorrida após a revolução russa, Lenin adotou uma política externa defensiva e assinou o Tratado de Riga, também conhecido como Paz de Riga, que determinava que a fronteira russo-polonesa fosse deslocada para oeste, de modo a incorporar à Rússia regiões polonesas cujos habitantes falavam russo."
56,2,História Mundial,anotada,Anotada,0.6145,04 - HISTÓRIA MUNDIAL/01 - Estruturas e ideias econômicas/1.4 - Marxismo/_Marxismo.md,A Revolução Russa e o Marxismo-Leninismo,"as revoluções russa e chinesa têm em comum o referencial teórico marxista e a prática revolucionária de mobilizar grandes massas do proletariado urbano organizadas pelos partidos comunistas nacionais com o objetivo de tomar o poder com o uso da violência
revoluções russa chinesa comum referencial teórico marxista prática revolucionária mobilizar",As revoluções russa e chinesa têm em comum o referencial teórico marxista e a prática revolucionária de mobilizar grandes massas do proletariado urbano organizadas pelos partidos comunistas nacionais com o objetivo de tomar o poder com o uso da violência.
56,3,História Mundial,anotada,Anotada,0.5881,"04 - HISTÓRIA MUNDIAL/04 - Colonialismo, imperialismo, políticas de dominação/4.9 - O conceito de Terceiro Mundo/_O conceito de Terceiro Mundo.md",Heterogeneidade Econômica,"vitorioso o regime chinês chefiado por mao tse-tung implementou um programa econômico que estatizou empresas industriais estrangeiras e aquelas pertencentes a famílias ligadas ao kuomintang
vitorioso regime chinês chefiado tse-tung implementou programa econômico estatizou empresas","Vitorioso, o regime chinês chefiado por Mao Tse-tung implementou um programa econômico que estatizou empresas industriais estrangeiras e aquelas pertencentes a famílias ligadas ao Kuomintang."
56,4,História Mundial,anotada,Anotada,0.6639,04 - HISTÓRIA MUNDIAL/02 - Revoluções/2.6 - Revoluções no século XX (Rússia e China)/_Revoluções no século XX (Rússia e China).md,Consequências Imediatas: Guerra Civil e Formação da URSS (parte 1),"entre 1918 e 1921 ocorreu na rússia uma guerra civil entre revolucionários e contrarrevolucionários agravada pela intervenção de tropas estrangeiras principalmente da frança e da inglaterra em favor dos chamados russos brancos fimdotexto
entre 1918 1921 ocorreu rússia guerra civil revolucionários contrarrevolucionários agravada","Entre 1918 e 1921, ocorreu na Rússia uma guerra civil entre revolucionários e contrarrevolucionários, agravada pela intervenção de tropas estrangeiras, principalmente da França e da Inglaterra, em favor dos chamados russos brancos. !FimDoTexto!"
57,1,História Mundial,anotada,Anotada,0.7287,04 - HISTÓRIA MUNDIAL/02 - Revoluções/2.7 - Revoluções na América Latina (México e Cuba)/_Revoluções na América Latina (México e Cuba).md,"A. Cuba Pré-Revolucionária: O ""Quintal"" dos EUA","como consequência da vitória norte-americana na guerra hispano-americana de 1898 os eua anexaram a flórida as filipinas porto rico e guam e a espanha foi obrigada a conceder a independência a cuba
como consequência vitória norte-americana guerra hispano-americana 1898 anexaram flórida filipinas contexto partir meados século estados unidos
**Contexto:** A partir de meados do século XIX, os Estados Unidos da América (EUA) passaram por importantes mudanças internas e por uma notável expansão territorial, além de terem ampliado sua presença política internacional.","Como consequência da vitória norte-americana na Guerra Hispano-Americana de 1898, os EUA anexaram a Flórida, as Filipinas, Porto Rico e Guam, e a Espanha foi obrigada a conceder a independência a Cuba."
57,2,História Mundial,anotada,Anotada,0.7863,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.7 - As experiências de integração nas Américas/_As experiências de integração nas Américas.md,O Congresso do Panamá (1826) – auge e fracasso do sonho bolivariano (parte 1),"para obter o controle do canal no istmo do panamá o governo norte-americano incentivou a conquista da independência do panamá em relação à costa rica e obteve da colômbia a desistência do litígio acerca das ilhas panamenhas no caribe
para obter controle canal istmo panamá governo norte-americano incentivou conquista contexto partir meados século estados unidos
**Contexto:** A partir de meados do século XIX, os Estados Unidos da América (EUA) passaram por importantes mudanças internas e por uma notável expansão territorial, além de terem ampliado sua presença política internacional.","Para obter o controle do canal no istmo do Panamá, o governo norte-americano incentivou a conquista da independência do Panamá em relação à Costa Rica e obteve da Colômbia a desistência do litígio acerca das ilhas panamenhas no Caribe."
57,3,História Mundial,anotada,Anotada,0.7165,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.2 - A Guerra de Secessão/_A Guerra de Secessão.md,O Estopim: A Eleição de Abraham Lincoln e a Secessão (1860-1861),"o governo de abraham lincoln candidato do partido republicano que venceu a eleição presidencial norte-americana de 1860 não contou com o apoio da maioria do congresso tampouco da corte suprema então dominada por sulistas
governo abraham lincoln candidato partido republicano venceu eleição presidencial norte-americana contexto partir meados século estados unidos
**Contexto:** A partir de meados do século XIX, os Estados Unidos da América (EUA) passaram por importantes mudanças internas e por uma notável expansão territorial, além de terem ampliado sua presença política internacional.","O governo de Abraham Lincoln, candidato do Partido Republicano que venceu a eleição presidencial norte-americana de 1860, não contou com o apoio da maioria do Congresso, tampouco da Corte Suprema, então dominada por sulistas."
57,4,História Mundial,anotada,Anotada,0.6805,04 - HISTÓRIA MUNDIAL/02 - Revoluções/2.7 - Revoluções na América Latina (México e Cuba)/_Revoluções na América Latina (México e Cuba).md,C. O Fator Externo: O Papel Decisivo dos Estados Unidos,"em 1893 o presidente glover cleveland recusou-se a anexar o havaí aos eua contrariando solicitação feita por fazendeiros norte-americanos ali instalados
1893 presidente glover cleveland recusou-se anexar havaí contrariando solicitação feita contexto partir meados século estados unidos
**Contexto:** A partir de meados do século XIX, os Estados Unidos da América (EUA) passaram por importantes mudanças internas e por uma notável expansão territorial, além de terem ampliado sua presença política internacional.","Em 1893, o presidente Glover Cleveland recusou-se a anexar o Havaí aos EUA, contrariando solicitação feita por fazendeiros norte-americanos ali instalados."
58,1,História Mundial,anotada,Anotada,0.7757,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.7 - As experiências de integração nas Américas/_As experiências de integração nas Américas.md,A Primeira Onda Contemporânea: **Regionalismo Desenvolvimentista** (c. 1960–1980) (parte 2),"na conferência do rio de janeiro em 1942 a proposta norte-americana de rompimento das relações dos países americanos com as potências do eixo foi combatida por argentina paraguai e uruguai
conferência janeiro 1942 proposta norte-americana rompimento relações países americanos potências contexto política externa dedicado historicamente
**Contexto:** A política externa norte-americana tem dedicado, historicamente, grande atenção à América Latina.","Na Conferência do Rio de Janeiro, em 1942, a proposta norte-americana de rompimento das relações dos países americanos com as potências do Eixo foi combatida por Argentina, Paraguai e Uruguai."
58,2,História Mundial,anotada,Anotada,0.8493,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.5 - O Pan-Americanismo/_O Pan-Americanismo.md,A Doutrina Monroe (1823): “América para os Americanos” (parte 2),"a doutrina monroe anunciada em 1823 não impediu que potências europeias ocupassem territórios no continente latino-americano tampouco que fizessem intervenções militares nos países da região
doutrina monroe anunciada 1823 impediu potências europeias ocupassem territórios continente contexto política externa norte-americana dedicado historicamente
**Contexto:** A política externa norte-americana tem dedicado, historicamente, grande atenção à América Latina.","A Doutrina Monroe, anunciada em 1823, não impediu que potências europeias ocupassem territórios no continente latino-americano, tampouco que fizessem intervenções militares nos países da região."
58,3,História Mundial,anotada,Anotada,0.7467,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.3 - Constituição de identidades nacionais e Estados na América Latina/_Constituição de identidades nacionais e Estados na América Latina.md,"A Formação dos Estados Nacionais na América Latina (Séc. XIX): Caudilhismo, Militarismo e o Desafio da Identidade","tropas norte-americanas intervieram no méxico em 1914 para exigir que o governo mexicano se desculpasse por alegado insulto à bandeira norte-americana e em 1916 para perseguir o líder revolucionário pancho villa
tropas norte-americanas intervieram méxico 1914 para exigir governo mexicano desculpasse contexto política externa norte-americana dedicado historicamente
**Contexto:** A política externa norte-americana tem dedicado, historicamente, grande atenção à América Latina.","Tropas norte-americanas intervieram no México, em 1914, para exigir que o governo mexicano se desculpasse por alegado insulto à bandeira norte-americana e, em 1916, para perseguir o líder revolucionário Pancho Villa."
58,4,História Mundial,anotada,Anotada,0.7317,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.5 - O Pan-Americanismo/_O Pan-Americanismo.md,A Primeira Conferência Pan-Americana (1889): Institucionalização sob Liderança dos EUA (parte 2),"na primeira conferência dos estados americanos realizada em washington em 1889 os países hispano-americanos com exceção do méxico aprovaram o projeto norte-americano de construir um canal interoceânico na américa central para conectar as costas americanas do pacífico e do atlântico e facilitar o comércio e as comunicações fimdotexto
primeira conferência estados americanos realizada washington 1889 países hispano-americanos exceção contexto política externa norte-americana dedicado historicamente
**Contexto:** A política externa norte-americana tem dedicado, historicamente, grande atenção à América Latina.","Na Primeira Conferência dos Estados Americanos, realizada em Washington em 1889, os países hispano-americanos, com exceção do México, aprovaram o projeto norte-americano de construir um canal interoceânico na América Central para conectar as costas americanas do Pacífico e do Atlântico e facilitar o comércio e as comunicações. !FimDoTexto!"
59,1,História Mundial,anotada,Anotada,0.7724,04 - HISTÓRIA MUNDIAL/06 - Ideias e regimes políticos/6.6 - O liberalismo no século XX/_O liberalismo no século XX.md,1.1 O Impacto da Primeira Guerra Mundial,"as guerras de independência fortaleceram o poder estatal dificultando a constituição de uma nova ordem social e política baseada no ideário liberal e igualitário
guerras independência fortaleceram poder estatal dificultando constituição nova ordem social contexto talvez tema mais importante história
**Contexto:** Talvez o tema mais importante da história política da América espanhola das primeiras décadas pós-independência tenha sido a dificuldade de constituir Estados novos viáveis após a separação da Espanha. Frank Safford. Política, ideologia e socieda","As guerras de independência fortaleceram o poder estatal, dificultando a constituição de uma nova ordem social e política baseada no ideário liberal e igualitário."
59,2,História Mundial,anotada,Anotada,0.7754,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.7 - As experiências de integração nas Américas/_As experiências de integração nas Américas.md,Paralisia e esvaziamento da **UNASUL**,"na confederação argentina nas décadas de 20 e 30 do século xix havia dois projetos para o estado nacional o centralista apoiado pelos caudilhos do interior e o federal apoiado pela elite ilustrada urbana
confederação argentina décadas século havia dois projetos para estado nacional contexto talvez tema mais importante história
**Contexto:** Talvez o tema mais importante da história política da América espanhola das primeiras décadas pós-independência tenha sido a dificuldade de constituir Estados novos viáveis após a separação da Espanha. Frank Safford. Política, ideologia e socieda","Na Confederação Argentina, nas décadas de 20 e 30 do século XIX, havia dois projetos para o Estado Nacional: o centralista, apoiado pelos caudilhos do interior, e o federal, apoiado pela elite ilustrada urbana."
59,3,História Mundial,anotada,Anotada,0.7196,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.3 - Constituição de identidades nacionais e Estados na América Latina/_Constituição de identidades nacionais e Estados na América Latina.md,O Militarismo como Legado das Guerras (parte 2),"nos primeiros quinze anos de independência do chile a elite política construiu um sistema de governo constitucional consolidando o estado nacional
primeiros quinze anos independência chile elite política construiu sistema governo contexto talvez tema mais importante história
**Contexto:** Talvez o tema mais importante da história política da América espanhola das primeiras décadas pós-independência tenha sido a dificuldade de constituir Estados novos viáveis após a separação da Espanha. Frank Safford. Política, ideologia e socieda","Nos primeiros quinze anos de independência do Chile, a elite política construiu um sistema de governo constitucional, consolidando o Estado nacional."
59,4,História Mundial,anotada,Anotada,0.7624,04 - HISTÓRIA MUNDIAL/05 - A evolução política e econômica nas Américas/5.3 - Constituição de identidades nacionais e Estados na América Latina/_Constituição de identidades nacionais e Estados na América Latina.md,Os Desafios da Construção do Estado,"as novas repúblicas hispano-americanas demoraram em normalizar suas relações internacionais pois a espanha começou a reconhecer as independências desses estados somente em meados da década de 30 do século xix tendo inclusive realizado em 1829 expedição militar contra o méxico
novas repúblicas hispano-americanas demoraram normalizar suas relações internacionais pois espanha contexto talvez tema mais importante história
**Contexto:** Talvez o tema mais importante da história política da América espanhola das primeiras décadas pós-independência tenha sido a dificuldade de constituir Estados novos viáveis após a separação da Espanha. Frank Safford. Política, ideologia e socieda","As novas repúblicas hispano-americanas demoraram em normalizar suas relações internacionais, pois a Espanha começou a reconhecer as independências desses Estados somente em meados da década de 30 do século XIX, tendo inclusive realizado, em 1829, expedição militar contra o México."
60,1,História Mundial,anotada,Anotada,0.7089,"04 - HISTÓRIA MUNDIAL/04 - Colonialismo, imperialismo, políticas de dominação/4.2 - A nova expansão europeia/_A nova expansão europeia.md",Japão: A Exceção Asiática,"para evitar sucumbir ao domínio europeu o japão assinou com os estados unidos da américa o tratado de amizade e cooperação em 1853 o que possibilitou a modernização da economia japonesa e a construção de uma marinha de guerra dando início à revolução meiji
para evitar sucumbir domínio europeu japão assinou estados unidos américa contexto durante século expansionismo sofreu
**Contexto:** Durante o século XIX, o expansionismo europeu sofreu um grande impulso, e a Ásia, a África e a Oceania foram divididos em zonas ocupadas pelos europeus ou sob influência europeia.","Para evitar sucumbir ao domínio europeu, o Japão assinou com os Estados Unidos da América o Tratado de Amizade e Cooperação, em 1853, o que possibilitou a modernização da economia japonesa e a construção de uma Marinha de Guerra, dando início à Revolução Meiji."
60,2,História Mundial,anotada,Anotada,0.6842,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.3 - As rivalidades coloniais/Outros/Conferência de Berlim (1884-1885).md,Consequências para a África e seus Povos,"na conferência de bandung já no século xx os estados afroasiáticos se apresentaram como um bloco organizado perante o resto do mundo e seus participantes tinham economias essencialmente agrícolas exceto o japão
conferência bandung século estados afroasiáticos apresentaram como bloco organizado perante contexto durante expansionismo europeu sofreu
**Contexto:** Durante o século XIX, o expansionismo europeu sofreu um grande impulso, e a Ásia, a África e a Oceania foram divididos em zonas ocupadas pelos europeus ou sob influência europeia.","Na Conferência de Bandung, já no século XX, os Estados afroasiáticos se apresentaram como um bloco organizado perante o resto do mundo, e seus participantes tinham economias essencialmente agrícolas, exceto o Japão."
60,3,História Mundial,anotada,Anotada,0.7561,"04 - HISTÓRIA MUNDIAL/04 - Colonialismo, imperialismo, políticas de dominação/4.2 - A nova expansão europeia/_A nova expansão europeia.md",Conclusão,"no extremo oriente o colonialismo foi um projeto coletivo iniciado pelo reino unido e pela frança ao qual mais tarde aderiu a alemanha
extremo oriente colonialismo projeto coletivo iniciado pelo reino unido pela contexto durante século expansionismo europeu sofreu
**Contexto:** Durante o século XIX, o expansionismo europeu sofreu um grande impulso, e a Ásia, a África e a Oceania foram divididos em zonas ocupadas pelos europeus ou sob influência europeia.","No Extremo Oriente, o colonialismo foi um projeto coletivo iniciado pelo Reino Unido e pela França, ao qual mais tarde aderiu a Alemanha."
60,4,História Mundial,anotada,Anotada,0.7501,"04 - HISTÓRIA MUNDIAL/04 - Colonialismo, imperialismo, políticas de dominação/4.2 - A nova expansão europeia/_A nova expansão europeia.md",Inovações Tecnológicas e Superioridade Militar,"a conquista da índia pelos britânicos foi feita inicialmente por meio da companhia das índias orientais sob a proteção do governo britânico fimdotexto
conquista índia pelos britânicos feita inicialmente meio companhia índias orientais contexto durante século expansionismo europeu sofreu
**Contexto:** Durante o século XIX, o expansionismo europeu sofreu um grande impulso, e a Ásia, a África e a Oceania foram divididos em zonas ocupadas pelos europeus ou sob influência europeia.","A conquista da Índia pelos britânicos foi feita, inicialmente, por meio da Companhia das Índias Orientais, sob a proteção do governo britânico. !FimDoTexto!"
61,1,História Mundial,anotada,Anotada,0.6804,04 - HISTÓRIA MUNDIAL/01 - Estruturas e ideias econômicas/1.3 - Principais ideias econômicas (Fisiocracia ao Liberalismo)/_Principais ideias econômicas (Fisiocracia ao Liberalismo).md,Introdução: A Ruptura com o Paradigma Mercantilista (parte 1),"traços distintivos da vida política portuguesa nos três primeiros quartéis do século xix foram o predomínio do absolutismo e a relativa fragilidade dos grupos liberais
traços distintivos vida política portuguesa três primeiros quartéis século foram contexto existiu europa dinamismo excedia
**Contexto:** No século XIX existiu na Europa um dinamismo que excedia tudo o que se conhecia até então. O poder da Europa vibrava como nunca: poder técnico, poder econômico, poder cultural, poder intercontinental. De fato, os europeus foram levados a se senti",Traços distintivos da vida política portuguesa nos três primeiros quartéis do século XIX foram o predomínio do absolutismo e a relativa fragilidade dos grupos liberais.
61,2,História Mundial,anotada,Anotada,0.6564,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.3 - As rivalidades coloniais/Outros/Conferência de Berlim (1884-1885).md,Organização e Participantes,"ao final do século xix quase a totalidade do território africano estava sujeita ao controle de países europeus como a grã-bretanha a frança a alemanha e portugal
final século quase totalidade território africano estava sujeita controle países contexto existiu europa dinamismo excedia
**Contexto:** No século XIX existiu na Europa um dinamismo que excedia tudo o que se conhecia até então. O poder da Europa vibrava como nunca: poder técnico, poder econômico, poder cultural, poder intercontinental. De fato, os europeus foram levados a se senti","Ao final do século XIX, quase a totalidade do território africano estava sujeita ao controle de países europeus como a Grã-Bretanha, a França, a Alemanha e Portugal."
61,3,História Mundial,anotada,Anotada,0.6971,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.3 - As rivalidades coloniais/_As rivalidades coloniais.md,Outras Potências Coloniais:,"uma especificidade da colonização do congo pela bélgica foi o fato de o território africano ser considerado propriedade do rei leopoldo ii e não do estado belga
especificidade colonização congo pela bélgica fato território africano considerado propriedade contexto século existiu europa dinamismo excedia
**Contexto:** No século XIX existiu na Europa um dinamismo que excedia tudo o que se conhecia até então. O poder da Europa vibrava como nunca: poder técnico, poder econômico, poder cultural, poder intercontinental. De fato, os europeus foram levados a se senti","Uma especificidade da colonização do Congo pela Bélgica foi o fato de o território africano ser considerado propriedade do rei Leopoldo II, e não do Estado belga."
61,4,História Mundial,anotada,Anotada,0.6747,04 - HISTÓRIA MUNDIAL/01 - Estruturas e ideias econômicas/1.4 - Marxismo/A Primeira Internacional (1864-1876).md,Parte I: A Gênese do Internacionalismo Proletário,"o cenário econômico da maioria dos países da europa ocidental do século xix foi marcado por grande proliferação de associações mutualistas de crédito caixas econômicas companhias de seguros e empresas de capital aberto assim como por um forte incremento da economia monetária
cenário econômico maioria países europa ocidental século marcado grande proliferação contexto existiu dinamismo excedia
**Contexto:** No século XIX existiu na Europa um dinamismo que excedia tudo o que se conhecia até então. O poder da Europa vibrava como nunca: poder técnico, poder econômico, poder cultural, poder intercontinental. De fato, os europeus foram levados a se senti","O cenário econômico da maioria dos países da Europa ocidental do século XIX foi marcado por grande proliferação de associações mutualistas de crédito, caixas econômicas, companhias de seguros e empresas de capital aberto, assim como por um forte incremento da economia monetária."
62,1,História Mundial,anotada,Anotada,0.6162,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.2 - O Concerto Europeu e sua crise (1815-1918)/Temas_extra/Alemanha/Unificação Alemã e Consequências.md,Processo de Unificação Alemã (Breve Revisão),"a prússia recebeu grande porção do território da saxônia embora tenham sido rejeitadas as suas pretensões de soberania sobre a alsácia a lorena e o ducado de varsóvia
prússia recebeu grande porção território saxônia embora tenham sido rejeitadas","A Prússia recebeu grande porção do território da Saxônia, embora tenham sido rejeitadas as suas pretensões de soberania sobre a Alsácia, a Lorena e o ducado de Varsóvia."
62,2,História Mundial,anotada,Anotada,0.5907,04 - HISTÓRIA MUNDIAL/07 - A vida cultural/7.1 - O movimento romântico/_O movimento romântico.md,As Guerras Napoleônicas e o Espírito Romântico,"a frança foi obrigada a ceder a normandia ao reino unido a título de indenização pelas perdas decorrentes das guerras napoleônicas
frança obrigada ceder normandia reino unido título indenização pelas perdas","A França foi obrigada a ceder a Normandia ao Reino Unido, a título de indenização pelas perdas decorrentes das Guerras Napoleônicas."
62,3,História Mundial,anotada,Anotada,0.6022,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.2 - O Concerto Europeu e sua crise (1815-1918)/_O Concerto Europeu e sua crise (1815-1918).md,Conceitos Principais,"sob a presidência do imperador da áustria foi criada a confederação alemã para congregar boa parte dos estados que dantes estavam vinculados ao sacro império romano-germânico
presidência imperador áustria criada confederação alemã para congregar parte estados","Sob a presidência do imperador da Áustria, foi criada a Confederação Alemã, para congregar boa parte dos Estados que dantes estavam vinculados ao Sacro Império Romano-Germânico."
62,4,História Mundial,anotada,Anotada,0.4511,04 - HISTÓRIA MUNDIAL/01 - Estruturas e ideias econômicas/1.8 - O Pós-Fordismo e a acumulação flexível/_O Pós-Fordismo e a acumulação flexível.md,Princípios centrais,"a suécia passou a controlar a noruega como compensação pela perda da finlândia fimdotexto
suécia passou controlar noruega como compensação pela perda finlândia fimdotexto","A Suécia passou a controlar a Noruega, como compensação pela perda da Finlândia. !FimDoTexto!"
63,1,História Mundial,anotada,Anotada,0.7168,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.4 - Causas da Primeira Guerra Mundial/_Causas da Primeira Guerra Mundial.md,Conclusão: A Interação Fatal entre Estrutura e Contingência,"a polêmica quanto às circunstâncias que levaram à primeira guerra mundial bem como a respeito da responsabilidade pelo conflito iniciou-se no final da década de 30 do século passado no momento em que se intensificavam os sinais de agressividade da política externa da alemanha de hitler
polêmica quanto circunstâncias levaram primeira guerra mundial como respeito responsabilidade contexto pequeno intervalo desde meus primeiros
**Contexto:** No pequeno intervalo desde que os meus primeiros fios de barba cresceram até que começassem a ficar grisalhos, nesse meio século, aconteceram mais transformações e mudanças radicais do que normalmente em dez gerações, e cada um de nós o sente: ac","A polêmica quanto às circunstâncias que levaram à Primeira Guerra Mundial, bem como a respeito da responsabilidade pelo conflito, iniciou-se no final da década de 30 do século passado, no momento em que se intensificavam os sinais de agressividade da política externa da Alemanha de Hitler."
63,2,História Mundial,anotada,Anotada,0.7288,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.1 - Modelos e interpretações/_Modelos e interpretações.md,"Contexto Histórico: O Trauma da ""Guerra para Acabar com Todas as Guerras""","uma das razões que justificam a designação de guerra mundial ao conflito iniciado em 28 de julho de 1914 é a circunstância de que desde as guerras napoleônicas nenhum grande conflito armado havia envolvido mais que duas das principais potências mundiais
razões justificam designação guerra mundial conflito iniciado julho 1914 circunstância contexto pequeno intervalo desde meus primeiros
**Contexto:** No pequeno intervalo desde que os meus primeiros fios de barba cresceram até que começassem a ficar grisalhos, nesse meio século, aconteceram mais transformações e mudanças radicais do que normalmente em dez gerações, e cada um de nós o sente: ac","Uma das razões que justificam a designação de guerra mundial ao conflito iniciado em 28 de julho de 1914 é a circunstância de que, desde as Guerras Napoleônicas, nenhum grande conflito armado havia envolvido mais que duas das principais potências mundiais."
63,3,História Mundial,anotada,Anotada,0.6909,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.4 - Causas da Primeira Guerra Mundial/_Causas da Primeira Guerra Mundial.md,4. Os Nacionalismos Exacerbados (parte 2),"embora tivesse sido previamente aliada da alemanha e do império austro-húngaro no âmbito da chamada tríplice aliança a itália atuou na primeira guerra mundial a partir de 1915 ao lado da tríplice entente após receber promessas de ganhos territoriais
embora tivesse sido previamente aliada alemanha império austro-húngaro âmbito chamada contexto pequeno intervalo desde meus primeiros
**Contexto:** No pequeno intervalo desde que os meus primeiros fios de barba cresceram até que começassem a ficar grisalhos, nesse meio século, aconteceram mais transformações e mudanças radicais do que normalmente em dez gerações, e cada um de nós o sente: ac","Embora tivesse sido previamente aliada da Alemanha e do Império Austro-Húngaro — no âmbito da chamada Tríplice Aliança —, a Itália atuou na Primeira Guerra Mundial, a partir de 1915, ao lado da Tríplice Entente, após receber promessas de ganhos territoriais."
63,4,História Mundial,anotada,Anotada,0.6906,04 - HISTÓRIA MUNDIAL/07 - A vida cultural/7.4 - O modernismo/_O modernismo.md,Experimentalismo e Inovação,"entre as obras de grande expressão artística que abordam experiências ligadas à primeira guerra mundial destacam-se o romance a montanha mágica de thomas mann o relato autobiográfico tempestades de aço de ernst jünger e o painel guernica de pablo picasso
entre obras grande expressão artística abordam experiências ligadas primeira guerra contexto pequeno intervalo desde meus primeiros
**Contexto:** No pequeno intervalo desde que os meus primeiros fios de barba cresceram até que começassem a ficar grisalhos, nesse meio século, aconteceram mais transformações e mudanças radicais do que normalmente em dez gerações, e cada um de nós o sente: ac","Entre as obras de grande expressão artística que abordam experiências ligadas à Primeira Guerra Mundial destacam-se o romance A montanha mágica, de Thomas Mann, o relato autobiográfico Tempestades de aço, de Ernst Jünger, e o painel Guernica, de Pablo Picasso."
64,1,História Mundial,anotada,Anotada,0.6775,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.4 - Causas da Primeira Guerra Mundial/_Causas da Primeira Guerra Mundial.md,2. A Crise de Julho: A Diplomacia do Ultimato e a Marcha para a Guerra (parte 2),"o alinhamento da áustria com a alemanha na segunda guerra mundial foi possível graças à queda em 1934 do regime comunista austríaco implantado após a derrota do país na primeira guerra mundial
alinhamento áustria alemanha segunda guerra mundial possível graças queda 1934","O alinhamento da Áustria com a Alemanha na Segunda Guerra Mundial foi possível graças à queda, em 1934, do regime comunista austríaco, implantado após a derrota do país na Primeira Guerra Mundial."
64,2,História Mundial,anotada,Anotada,0.7268,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.4 - Causas da Primeira Guerra Mundial/_Causas da Primeira Guerra Mundial.md,Parte II: O Estopim e a Crise de Julho de 1914 — O Fósforo Aceso,"as forças vencedoras da segunda guerra mundial induziram expressivos movimentos migratórios entre a população de várias partes da europa com o objetivo de dotar os estados na nova ordem de maior homogeneidade étnica
forças vencedoras segunda guerra mundial induziram expressivos movimentos migratórios entre","As forças vencedoras da Segunda Guerra Mundial induziram expressivos movimentos migratórios entre a população de várias partes da Europa, com o objetivo de dotar os Estados, na nova ordem, de maior homogeneidade étnica."
